cod_distr;nome_distr;ano;taxa_envelhecimento_perc;leitos_por_mil_hab;cobertura_esf_perc;indice_vulnerabilidade
80037;Distrito Sintético 37;2014;21.85;0.91;78.55;0.639
80038;Distrito Sintético 38;2014;16.88;1.27;45.42;0.569
80039;Distrito Sintético 39;2014;21.51;0.92;58.6;0.363
80040;Distrito Sintético 40;2014;21.44;4.07;64.31;0.191
80041;Distrito Sintético 41;2014;17.56;4.17;53.26;0.792
80042;Distrito Sintético 42;2014;16.49;3.28;42.73;0.79
80043;Distrito Sintético 43;2014;24.64;2.7;81.7;0.605
80044;Distrito Sintético 44;2014;22.23;2.62;79.4;0.565
80045;Distrito Sintético 45;2014;24.32;2.85;41.1;0.252
80046;Distrito Sintético 46;2014;19.06;2.37;59.09;0.28
80047;Distrito Sintético 47;2014;23.86;1.32;83.93;0.131
80048;Distrito Sintético 48;2014;23.44;4.52;91.83;0.184
80049;Distrito Sintético 49;2014;24.69;4.87;76.07;0.265
80050;Distrito Sintético 50;2014;16.93;3.63;79.7;0.117
80051;Distrito Sintético 51;2014;18.18;0.91;52.03;0.167
80052;Distrito Sintético 52;2014;22.4;2.33;38.61;0.477
80053;Distrito Sintético 53;2014;15.48;2.4;80.36;0.262
80054;Distrito Sintético 54;2014;19.08;2.94;37.17;0.263
80055;Distrito Sintético 55;2014;17.32;2.29;79.0;0.737
80056;Distrito Sintético 56;2014;15.57;4.94;51.31;0.526
80057;Distrito Sintético 57;2014;14.86;2.24;76.23;0.41
80058;Distrito Sintético 58;2014;15.28;3.49;59.55;0.746
80059;Distrito Sintético 59;2014;21.55;3.41;30.32;0.21
80060;Distrito Sintético 60;2014;14.79;1.78;85.86;0.737
80061;Distrito Sintético 61;2014;21.34;1.96;67.71;0.658
80062;Distrito Sintético 62;2014;19.18;3.09;61.21;0.323
80063;Distrito Sintético 63;2014;12.73;0.52;68.05;0.389
80064;Distrito Sintético 64;2014;20.12;3.86;42.82;0.484
80065;Distrito Sintético 65;2014;21.41;4.69;63.21;0.543
80066;Distrito Sintético 66;2014;17.95;1.22;78.94;0.306
80067;Distrito Sintético 67;2014;17.56;2.08;38.47;0.137
80068;Distrito Sintético 68;2014;16.61;2.24;68.71;0.371
80069;Distrito Sintético 69;2014;18.73;4.18;72.15;0.517
80070;Distrito Sintético 70;2014;19.18;3.34;71.49;0.536
80071;Distrito Sintético 71;2014;20.81;3.75;62.79;0.359
80072;Distrito Sintético 72;2014;19.2;4.19;55.6;0.739
80073;Distrito Sintético 73;2014;22.01;3.22;84.14;0.494
80074;Distrito Sintético 74;2014;22.25;3.01;41.24;0.64
80075;Distrito Sintético 75;2014;17.81;4.12;94.69;0.526
80076;Distrito Sintético 76;2014;17.48;2.88;91.04;0.248
80077;Distrito Sintético 77;2014;20.41;4.81;46.35;0.524
80078;Distrito Sintético 78;2014;25.18;2.62;53.49;0.102
80079;Distrito Sintético 79;2014;17.44;0.84;42.69;0.19
80080;Distrito Sintético 80;2014;15.05;3.94;57.87;0.425
80081;Distrito Sintético 81;2014;14.06;4.17;69.35;0.167
80082;Distrito Sintético 82;2014;17.99;1.41;61.14;0.58
80083;Distrito Sintético 83;2014;20.22;3.68;65.69;0.779
80084;Distrito Sintético 84;2014;30.14;1.55;59.88;0.479
80085;Distrito Sintético 85;2014;13.57;3.97;68.62;0.71
80086;Distrito Sintético 86;2014;21.13;1.36;70.76;0.461
80087;Distrito Sintético 87;2014;14.68;1.03;74.01;0.777
80088;Distrito Sintético 88;2014;18.63;1.6;67.33;0.783
80089;Distrito Sintético 89;2014;17.2;1.03;91.19;0.485
80090;Distrito Sintético 90;2014;25.04;3.63;42.98;0.422
80091;Distrito Sintético 91;2014;15.65;3.59;61.26;0.649
80092;Distrito Sintético 92;2014;27.11;2.7;51.25;0.374
80093;Distrito Sintético 93;2014;16.56;0.73;72.11;0.327
80094;Distrito Sintético 94;2014;15.12;3.74;39.33;0.662
80095;Distrito Sintético 95;2014;19.32;1.79;82.2;0.307
80096;Distrito Sintético 96;2014;20.78;1.89;45.88;0.406
80001;Distrito Sintético 1;2015;19.28;4.48;55.92;0.66
80002;Distrito Sintético 2;2015;20.88;2.88;81.56;0.261
80003;Distrito Sintético 3;2015;14.68;4.67;50.48;0.259
80004;Distrito Sintético 4;2015;21.46;4.54;82.54;0.465
80005;Distrito Sintético 5;2015;20.43;3.07;64.55;0.171
80006;Distrito Sintético 6;2015;20.3;3.45;51.82;0.67
80007;Distrito Sintético 7;2015;21.63;4.27;73.01;0.767
80008;Distrito Sintético 8;2015;23.64;1.76;89.35;0.502
80009;Distrito Sintético 9;2015;16.87;3.1;76.93;0.616
80010;Distrito Sintético 10;2015;20.48;3.23;51.33;0.777
80011;Distrito Sintético 11;2015;21.29;0.9;89.42;0.783
80012;Distrito Sintético 12;2015;16.26;1.58;73.97;0.593
80013;Distrito Sintético 13;2015;22.06;3.79;42.52;0.82
80014;Distrito Sintético 14;2015;19.78;1.52;38.95;0.172
80015;Distrito Sintético 15;2015;21.92;2.64;65.71;0.117
80016;Distrito Sintético 16;2015;18.44;3.24;51.78;0.447
80017;Distrito Sintético 17;2015;14.2;2.32;90.13;0.84
80018;Distrito Sintético 18;2015;13.07;4.88;52.09;0.254
80019;Distrito Sintético 19;2015;20.81;2.01;38.03;0.735
80020;Distrito Sintético 20;2015;21.2;0.51;48.66;0.387
80021;Distrito Sintético 21;2015;20.75;3.27;69.65;0.521
80022;Distrito Sintético 22;2015;17.32;2.29;77.1;0.244
80023;Distrito Sintético 23;2015;18.01;0.74;55.42;0.836
80024;Distrito Sintético 24;2015;15.29;2.43;68.61;0.408
80025;Distrito Sintético 25;2015;22.51;1.77;88.62;0.537
80026;Distrito Sintético 26;2015;19.62;0.53;39.4;0.37
80027;Distrito Sintético 27;2015;23.06;1.44;92.03;0.148
80028;Distrito Sintético 28;2015;22.73;0.63;72.35;0.459
80029;Distrito Sintético 29;2015;22.55;3.89;30.51;0.417
80030;Distrito Sintético 30;2015;18.3;2.67;47.43;0.592
80031;Distrito Sintético 31;2015;13.36;2.42;54.52;0.558
80032;Distrito Sintético 32;2015;22.86;3.72;61.27;0.388
80033;Distrito Sintético 33;2015;17.92;0.89;55.47;0.108
80034;Distrito Sintético 34;2015;20.82;4.83;36.23;0.199
80035;Distrito Sintético 35;2015;16.22;2.22;47.79;0.227
80036;Distrito Sintético 36;2015;17.05;3.83;30.71;0.756
80037;Distrito Sintético 37;2015;15.6;2.26;75.35;0.588
80038;Distrito Sintético 38;2015;20.2;0.7;80.76;0.501
80039;Distrito Sintético 39;2015;19.83;1.78;80.01;0.84
80040;Distrito Sintético 40;2015;19.56;3.01;83.76;0.59
80041;Distrito Sintético 41;2015;20.49;1.47;54.77;0.352
80042;Distrito Sintético 42;2015;16.35;4.95;56.81;0.177
80043;Distrito Sintético 43;2015;21.19;1.76;35.52;0.773
80044;Distrito Sintético 44;2015;23.09;4.18;39.59;0.573
80045;Distrito Sintético 45;2015;13.77;2.77;33.02;0.81
80046;Distrito Sintético 46;2015;19.75;3.47;92.75;0.527
80047;Distrito Sintético 47;2015;17.33;0.98;33.39;0.869
80048;Distrito Sintético 48;2015;17.9;1.88;62.82;0.622
80049;Distrito Sintético 49;2015;21.52;1.84;71.33;0.368
80050;Distrito Sintético 50;2015;20.26;4.83;79.92;0.287
80051;Distrito Sintético 51;2015;17.8;1.6;57.8;0.838
80052;Distrito Sintético 52;2015;22.6;3.93;56.85;0.419
80053;Distrito Sintético 53;2015;19.35;4.69;91.74;0.482
80054;Distrito Sintético 54;2015;21.46;4.27;61.2;0.76
80055;Distrito Sintético 55;2015;18.4;1.92;80.85;0.54
80056;Distrito Sintético 56;2015;17.48;3.42;88.28;0.31
80057;Distrito Sintético 57;2015;15.67;3.73;68.31;0.366
80058;Distrito Sintético 58;2015;16.01;3.99;74.45;0.539
80059;Distrito Sintético 59;2015;13.86;2.08;77.29;0.316
80060;Distrito Sintético 60;2015;15.06;1.15;42.03;0.85
80061;Distrito Sintético 61;2015;16.38;1.53;35.03;0.211
80062;Distrito Sintético 62;2015;16.13;1.43;63.42;0.267
80063;Distrito Sintético 63;2015;16.48;2.91;84.54;0.661
80064;Distrito Sintético 64;2015;19.52;0.77;88.94;0.368
80065;Distrito Sintético 65;2015;18.72;4.32;67.68;0.138
80066;Distrito Sintético 66;2015;17.64;3.94;35.26;0.311
80067;Distrito Sintético 67;2015;15.59;2.73;65.79;0.704
80068;Distrito Sintético 68;2015;20.92;3.28;48.96;0.211
80069;Distrito Sintético 69;2015;14.36;2.81;68.15;0.171
80070;Distrito Sintético 70;2015;17.92;0.7;85.13;0.848
80071;Distrito Sintético 71;2015;25.93;4.33;51.46;0.725
80072;Distrito Sintético 72;2015;20.53;1.44;77.21;0.742
80073;Distrito Sintético 73;2015;16.76;3.62;68.86;0.766
80074;Distrito Sintético 74;2015;19.13;4.61;73.16;0.604
80075;Distrito Sintético 75;2015;13.61;0.55;49.23;0.764
80076;Distrito Sintético 76;2015;21.86;1.47;88.28;0.435
80077;Distrito Sintético 77;2015;16.62;0.51;45.18;0.623
80078;Distrito Sintético 78;2015;20.71;4.74;75.09;0.135
80079;Distrito Sintético 79;2015;18.94;3.35;56.59;0.672
80080;Distrito Sintético 80;2015;23.64;4.17;38.52;0.263
80081;Distrito Sintético 81;2015;16.42;2.08;42.1;0.586
80082;Distrito Sintético 82;2015;20.84;2.58;88.95;0.849
80083;Distrito Sintético 83;2015;21.44;2.31;85.36;0.836
80084;Distrito Sintético 84;2015;18.27;1.65;36.41;0.865
80085;Distrito Sintético 85;2015;15.07;3.52;79.28;0.101
80086;Distrito Sintético 86;2015;17.26;2.82;85.46;0.466
80087;Distrito Sintético 87;2015;24.44;2.78;78.34;0.782
80088;Distrito Sintético 88;2015;23.29;1.01;67.21;0.527
80089;Distrito Sintético 89;2015;15.48;3.47;61.29;0.401
80090;Distrito Sintético 90;2015;15.84;3.18;34.18;0.123
80091;Distrito Sintético 91;2015;17.47;2.67;85.86;0.679
80092;Distrito Sintético 92;2015;16.13;4.03;83.0;0.328
80093;Distrito Sintético 93;2015;25.08;4.97;39.65;0.881
80094;Distrito Sintético 94;2015;19.63;1.51;71.49;0.859
80095;Distrito Sintético 95;2015;18.85;1.16;94.8;0.116
80096;Distrito Sintético 96;2015;18.52;0.98;32.23;0.781
80001;Distrito Sintético 1;2016;18.54;3.2;89.35;0.77
80002;Distrito Sintético 2;2016;21.37;0.74;91.04;0.124
80003;Distrito Sintético 3;2016;25.87;3.3;72.49;0.737
80004;Distrito Sintético 4;2016;25.87;1.02;86.45;0.761
80005;Distrito Sintético 5;2016;19.16;3.21;55.68;0.187
80006;Distrito Sintético 6;2016;17.97;2.87;79.21;0.481
80007;Distrito Sintético 7;2016;24.1;1.12;90.96;0.132
80008;Distrito Sintético 8;2016;17.44;3.59;53.15;0.238
80009;Distrito Sintético 9;2016;16.01;3.0;34.76;0.813
80010;Distrito Sintético 10;2016;17.06;4.46;72.86;0.206
80011;Distrito Sintético 11;2016;19.52;3.08;44.9;0.713
80012;Distrito Sintético 12;2016;13.14;4.57;65.1;0.291
80013;Distrito Sintético 13;2016;13.82;4.9;93.76;0.87
80014;Distrito Sintético 14;2016;12.84;4.28;32.89;0.337
80015;Distrito Sintético 15;2016;21.05;1.76;59.06;0.811
80016;Distrito Sintético 16;2016;20.32;3.3;84.01;0.117
80017;Distrito Sintético 17;2016;15.15;3.26;60.41;0.833
80018;Distrito Sintético 18;2016;16.3;4.27;66.14;0.653
80019;Distrito Sintético 19;2016;15.69;1.49;63.82;0.22
80020;Distrito Sintético 20;2016;22.71;2.23;80.08;0.244
80021;Distrito Sintético 21;2016;14.17;4.87;88.08;0.871
80022;Distrito Sintético 22;2016;16.96;4.57;68.19;0.562
80023;Distrito Sintético 23;2016;18.68;3.21;75.68;0.11
80024;Distrito Sintético 24;2016;24.44;3.33;62.45;0.137
80025;Distrito Sintético 25;2016;17.28;2.4;41.62;0.174
80026;Distrito Sintético 26;2016;25.04;1.01;54.76;0.601
80027;Distrito Sintético 27;2016;16.16;3.26;39.2;0.403
80028;Distrito Sintético 28;2016;17.95;0.66;36.92;0.699
80029;Distrito Sintético 29;2016;14.92;4.53;58.78;0.315
80030;Distrito Sintético 30;2016;20.56;2.84;88.08;0.789
80031;Distrito Sintético 31;2016;17.3;1.2;72.05;0.894
80032;Distrito Sintético 32;2016;23.36;3.98;90.04;0.619
80033;Distrito Sintético 33;2016;11.7;1.16;86.82;0.326
80034;Distrito Sintético 34;2016;13.71;4.31;62.43;0.297
80035;Distrito Sintético 35;2016;12.85;2.99;75.24;0.598
80036;Distrito Sintético 36;2016;19.73;3.68;41.6;0.143
80037;Distrito Sintético 37;2016;17.52;1.32;34.6;0.289
80038;Distrito Sintético 38;2016;21.77;2.18;89.41;0.194
80039;Distrito Sintético 39;2016;20.34;2.56;86.95;0.471
80040;Distrito Sintético 40;2016;21.47;1.97;47.88;0.566
80041;Distrito Sintético 41;2016;19.4;2.74;38.69;0.216
80042;Distrito Sintético 42;2016;19.06;1.11;88.34;0.545
80043;Distrito Sintético 43;2016;16.57;3.61;39.84;0.456
80044;Distrito Sintético 44;2016;23.93;2.0;35.45;0.522
80045;Distrito Sintético 45;2016;21.67;1.09;36.34;0.747
80046;Distrito Sintético 46;2016;16.51;3.37;31.72;0.662
80047;Distrito Sintético 47;2016;12.5;0.63;43.51;0.375
80048;Distrito Sintético 48;2016;16.41;0.79;60.85;0.743
80049;Distrito Sintético 49;2016;20.46;2.95;69.16;0.757
80050;Distrito Sintético 50;2016;13.98;4.61;73.39;0.821
80051;Distrito Sintético 51;2016;15.41;4.27;34.16;0.157
80052;Distrito Sintético 52;2016;21.89;2.5;77.18;0.794
80053;Distrito Sintético 53;2016;17.54;0.71;86.03;0.854
80054;Distrito Sintético 54;2016;15.89;3.28;78.94;0.745
80055;Distrito Sintético 55;2016;16.76;2.12;92.16;0.764
80056;Distrito Sintético 56;2016;19.0;3.97;82.35;0.482
80057;Distrito Sintético 57;2016;18.55;4.06;66.28;0.878
80058;Distrito Sintético 58;2016;19.29;2.73;61.06;0.779
80059;Distrito Sintético 59;2016;21.27;2.69;76.38;0.577
80060;Distrito Sintético 60;2016;20.0;3.77;86.11;0.527
80061;Distrito Sintético 61;2016;17.36;4.5;66.94;0.302
80062;Distrito Sintético 62;2016;22.83;2.96;61.8;0.203
80063;Distrito Sintético 63;2016;12.72;4.02;40.34;0.401
80064;Distrito Sintético 64;2016;15.46;2.62;85.39;0.899
80065;Distrito Sintético 65;2016;21.03;1.35;65.03;0.251
80066;Distrito Sintético 66;2016;19.04;0.54;63.6;0.64
80067;Distrito Sintético 67;2016;18.36;3.32;70.61;0.643
80068;Distrito Sintético 68;2016;21.3;4.18;69.46;0.38
80069;Distrito Sintético 69;2016;21.44;2.76;65.97;0.323
80070;Distrito Sintético 70;2016;16.54;3.21;58.09;0.813
80071;Distrito Sintético 71;2016;18.71;1.09;70.27;0.485
80072;Distrito Sintético 72;2016;23.34;4.62;60.68;0.439
80073;Distrito Sintético 73;2016;18.69;2.26;37.02;0.129
80074;Distrito Sintético 74;2016;16.78;2.41;93.34;0.751
80075;Distrito Sintético 75;2016;23.9;1.09;84.79;0.164
80076;Distrito Sintético 76;2016;16.1;2.01;49.11;0.586
80077;Distrito Sintético 77;2016;17.09;2.79;66.5;0.173
80078;Distrito Sintético 78;2016;15.29;2.93;79.51;0.788
80079;Distrito Sintético 79;2016;18.94;2.19;44.87;0.288
80080;Distrito Sintético 80;2016;12.78;2.48;74.38;0.64
80081;Distrito Sintético 81;2016;20.16;2.76;59.85;0.606
80082;Distrito Sintético 82;2016;20.49;3.98;81.01;0.514
80083;Distrito Sintético 83;2016;15.87;3.93;88.46;0.557
80084;Distrito Sintético 84;2016;15.18;4.88;42.85;0.805
80085;Distrito Sintético 85;2016;26.14;2.3;72.06;0.533
80086;Distrito Sintético 86;2016;19.0;4.35;55.77;0.862
80087;Distrito Sintético 87;2016;16.9;3.38;59.91;0.422
80088;Distrito Sintético 88;2016;23.63;2.44;77.12;0.336
80089;Distrito Sintético 89;2016;18.49;0.8;88.97;0.32
80090;Distrito Sintético 90;2016;17.73;3.65;87.92;0.242
80091;Distrito Sintético 91;2016;20.97;3.86;74.18;0.761
80092;Distrito Sintético 92;2016;26.52;4.63;67.46;0.798
80093;Distrito Sintético 93;2016;16.31;0.54;48.42;0.695
80094;Distrito Sintético 94;2016;15.02;1.48;70.61;0.601
80095;Distrito Sintético 95;2016;15.0;0.85;83.07;0.344
80096;Distrito Sintético 96;2016;24.57;3.74;61.11;0.527
80001;Distrito Sintético 1;2017;24.89;1.84;58.27;0.687
80002;Distrito Sintético 2;2017;19.98;0.75;83.24;0.778
80003;Distrito Sintético 3;2017;26.86;1.42;60.73;0.58
80004;Distrito Sintético 4;2017;14.76;3.01;60.29;0.576
80005;Distrito Sintético 5;2017;23.45;0.51;79.21;0.216
80006;Distrito Sintético 6;2017;27.0;2.09;91.73;0.432
80007;Distrito Sintético 7;2017;22.26;1.42;87.05;0.431
80008;Distrito Sintético 8;2017;17.08;2.09;81.82;0.479
80009;Distrito Sintético 9;2017;21.67;4.63;80.16;0.33
80010;Distrito Sintético 10;2017;21.26;0.55;60.86;0.202
80011;Distrito Sintético 11;2017;13.04;2.12;76.22;0.433
80012;Distrito Sintético 12;2017;16.59;2.9;80.73;0.677
80013;Distrito Sintético 13;2017;12.35;2.17;85.0;0.401
80014;Distrito Sintético 14;2017;13.61;1.36;38.12;0.864
80015;Distrito Sintético 15;2017;12.89;3.59;76.61;0.481
80016;Distrito Sintético 16;2017;24.74;1.94;77.82;0.397
80017;Distrito Sintético 17;2017;24.2;4.51;32.85;0.275
80018;Distrito Sintético 18;2017;14.85;1.82;57.06;0.785
80019;Distrito Sintético 19;2017;9.72;1.33;32.2;0.765
80020;Distrito Sintético 20;2017;19.36;1.98;49.42;0.694
80021;Distrito Sintético 21;2017;16.8;0.81;71.39;0.231
80022;Distrito Sintético 22;2017;15.61;4.62;84.82;0.617
80023;Distrito Sintético 23;2017;18.43;4.61;71.78;0.442
80024;Distrito Sintético 24;2017;22.22;4.99;90.9;0.544
80025;Distrito Sintético 25;2017;16.39;2.49;77.09;0.829
80026;Distrito Sintético 26;2017;17.31;2.84;63.89;0.147
80027;Distrito Sintético 27;2017;13.15;1.48;44.93;0.552
80028;Distrito Sintético 28;2017;20.86;4.81;52.56;0.289
80029;Distrito Sintético 29;2017;16.89;4.1;80.89;0.736
80030;Distrito Sintético 30;2017;17.04;2.25;72.17;0.515
80031;Distrito Sintético 31;2017;16.34;0.94;85.52;0.308
80032;Distrito Sintético 32;2017;24.32;2.85;91.37;0.677
80033;Distrito Sintético 33;2017;17.14;4.89;43.56;0.155
80034;Distrito Sintético 34;2017;22.93;1.34;59.34;0.572
80035;Distrito Sintético 35;2017;20.24;2.12;91.09;0.101
80036;Distrito Sintético 36;2017;20.9;3.56;84.82;0.596
80037;Distrito Sintético 37;2017;22.92;2.8;79.58;0.386
80038;Distrito Sintético 38;2017;21.06;1.03;57.28;0.208
80039;Distrito Sintético 39;2017;18.85;3.65;67.23;0.215
80040;Distrito Sintético 40;2017;23.44;3.18;36.71;0.315
80041;Distrito Sintético 41;2017;16.49;3.63;74.66;0.395
80042;Distrito Sintético 42;2017;19.55;3.89;48.49;0.473
80043;Distrito Sintético 43;2017;15.9;3.4;74.9;0.664
80044;Distrito Sintético 44;2017;19.19;2.15;91.12;0.803
80045;Distrito Sintético 45;2017;18.8;1.67;82.54;0.419
80046;Distrito Sintético 46;2017;17.24;3.77;74.09;0.83
80047;Distrito Sintético 47;2017;19.3;3.92;37.92;0.537
80048;Distrito Sintético 48;2017;18.27;3.17;93.63;0.225
80049;Distrito Sintético 49;2017;13.47;3.91;85.93;0.866
80050;Distrito Sintético 50;2017;16.1;2.42;34.41;0.683
80051;Distrito Sintético 51;2017;18.08;1.67;35.44;0.872
80052;Distrito Sintético 52;2017;14.96;3.72;93.95;0.498
80053;Distrito Sintético 53;2017;16.96;1.98;79.08;0.623
80054;Distrito Sintético 54;2017;24.07;4.7;65.84;0.824
80055;Distrito Sintético 55;2017;16.6;0.6;33.37;0.205
80056;Distrito Sintético 56;2017;19.11;3.83;79.72;0.627
80057;Distrito Sintético 57;2017;12.7;3.56;35.49;0.827
80058;Distrito Sintético 58;2017;21.18;3.7;92.72;0.818
80059;Distrito Sintético 59;2017;17.96;0.81;48.76;0.254
80060;Distrito Sintético 60;2017;21.78;4.69;61.12;0.66
80061;Distrito Sintético 61;2017;16.6;4.65;81.96;0.158
80062;Distrito Sintético 62;2017;20.58;4.08;82.84;0.632
80063;Distrito Sintético 63;2017;16.62;3.77;54.24;0.52
80064;Distrito Sintético 64;2017;16.61;3.02;87.47;0.441
80065;Distrito Sintético 65;2017;20.17;2.79;37.26;0.715
80066;Distrito Sintético 66;2017;13.75;3.68;82.71;0.887
80067;Distrito Sintético 67;2017;19.26;2.79;65.21;0.332
80068;Distrito Sintético 68;2017;22.97;1.81;83.9;0.234
80069;Distrito Sintético 69;2017;17.79;3.72;82.79;0.123
80070;Distrito Sintético 70;2017;18.84;1.76;61.88;0.538
80071;Distrito Sintético 71;2017;20.83;4.92;31.03;0.705
80072;Distrito Sintético 72;2017;18.79;4.5;76.3;0.71
80073;Distrito Sintético 73;2017;15.81;2.13;94.53;0.547
80074;Distrito Sintético 74;2017;19.86;3.7;73.3;0.252
80075;Distrito Sintético 75;2017;16.21;4.22;69.22;0.155
80076;Distrito Sintético 76;2017;21.42;1.9;85.34;0.471
80077;Distrito Sintético 77;2017;18.94;1.32;52.14;0.843
80078;Distrito Sintético 78;2017;15.77;3.16;56.56;0.844
80079;Distrito Sintético 79;2017;19.19;3.34;32.67;0.598
80080;Distrito Sintético 80;2017;20.55;1.21;39.13;0.824
80081;Distrito Sintético 81;2017;16.05;1.2;69.57;0.346
80082;Distrito Sintético 82;2017;18.87;2.31;40.23;0.669
80083;Distrito Sintético 83;2017;15.34;3.12;56.45;0.295
80084;Distrito Sintético 84;2017;19.12;1.14;64.88;0.112
80085;Distrito Sintético 85;2017;16.18;3.94;67.79;0.14
80086;Distrito Sintético 86;2017;21.91;1.5;49.57;0.355
80087;Distrito Sintético 87;2017;16.33;3.82;72.9;0.191
80088;Distrito Sintético 88;2017;21.13;4.53;55.8;0.747
80089;Distrito Sintético 89;2017;17.88;3.33;38.73;0.402
80090;Distrito Sintético 90;2017;18.19;1.22;50.55;0.466
80091;Distrito Sintético 91;2017;21.42;4.88;74.14;0.175
80092;Distrito Sintético 92;2017;20.87;2.46;44.67;0.557
80093;Distrito Sintético 93;2017;22.39;2.92;88.5;0.585
80094;Distrito Sintético 94;2017;20.95;2.99;36.54;0.872
80095;Distrito Sintético 95;2017;18.72;2.06;40.07;0.588
80096;Distrito Sintético 96;2017;20.52;0.94;67.3;0.353
80001;Distrito Sintético 1;2018;20.38;0.69;74.15;0.716
80002;Distrito Sintético 2;2018;23.19;3.67;72.03;0.167
80003;Distrito Sintético 3;2018;14.95;1.51;88.13;0.851
80004;Distrito Sintético 4;2018;13.53;3.18;78.15;0.666
80005;Distrito Sintético 5;2018;14.86;0.84;78.23;0.789
80006;Distrito Sintético 6;2018;24.15;1.33;46.59;0.253
80007;Distrito Sintético 7;2018;14.28;4.18;51.43;0.396
80008;Distrito Sintético 8;2018;18.33;2.08;87.21;0.874
80009;Distrito Sintético 9;2018;23.43;4.54;83.81;0.123
80010;Distrito Sintético 10;2018;17.31;0.6;39.96;0.607
80011;Distrito Sintético 11;2018;14.74;3.94;67.73;0.343
80012;Distrito Sintético 12;2018;21.62;1.79;61.3;0.512
80013;Distrito Sintético 13;2018;13.6;4.35;63.96;0.628
80014;Distrito Sintético 14;2018;16.46;4.08;59.31;0.39
80015;Distrito Sintético 15;2018;15.57;2.79;73.17;0.694
80016;Distrito Sintético 16;2018;17.84;1.17;64.15;0.201
80017;Distrito Sintético 17;2018;24.74;3.9;38.96;0.229
80018;Distrito Sintético 18;2018;15.56;4.08;90.13;0.818
80019;Distrito Sintético 19;2018;21.86;0.58;81.56;0.495
80020;Distrito Sintético 20;2018;18.58;4.46;31.89;0.366
80021;Distrito Sintético 21;2018;14.37;3.27;44.98;0.736
80022;Distrito Sintético 22;2018;18.68;2.77;93.07;0.297
80023;Distrito Sintético 23;2018;21.51;3.01;38.65;0.832
80024;Distrito Sintético 24;2018;17.04;4.46;45.73;0.597
80025;Distrito Sintético 25;2018;14.29;4.22;76.83;0.879
80026;Distrito Sintético 26;2018;18.18;4.55;39.46;0.774
80027;Distrito Sintético 27;2018;15.4;1.44;87.43;0.894
80028;Distrito Sintético 28;2018;20.89;4.31;82.51;0.508
80029;Distrito Sintético 29;2018;17.21;3.23;80.25;0.475
80030;Distrito Sintético 30;2018;18.01;1.7;68.62;0.703
80031;Distrito Sintético 31;2018;20.49;3.38;64.9;0.52
80032;Distrito Sintético 32;2018;21.47;2.29;67.09;0.862
80033;Distrito Sintético 33;2018;22.7;2.95;30.64;0.224
80034;Distrito Sintético 34;2018;19.53;2.1;46.0;0.658
80035;Distrito Sintético 35;2018;12.15;1.11;36.94;0.641
80036;Distrito Sintético 36;2018;15.1;3.49;30.03;0.79
80037;Distrito Sintético 37;2018;23.93;1.21;72.44;0.163
80038;Distrito Sintético 38;2018;24.59;4.24;77.98;0.746
80039;Distrito Sintético 39;2018;21.52;4.07;55.77;0.842
80040;Distrito Sintético 40;2018;12.26;3.14;34.59;0.626
80041;Distrito Sintético 41;2018;12.78;0.99;30.3;0.32
80042;Distrito Sintético 42;2018;16.31;3.92;92.93;0.443
80043;Distrito Sintético 43;2018;17.03;4.82;42.49;0.846
80044;Distrito Sintético 44;2018;18.43;4.24;67.22;0.797
80045;Distrito Sintético 45;2018;19.04;4.29;42.21;0.699
80046;Distrito Sintético 46;2018;18.35;1.93;93.84;0.25
80047;Distrito Sintético 47;2018;17.19;4.05;52.55;0.188
80048;Distrito Sintético 48;2018;17.72;4.18;33.86;0.251
80049;Distrito Sintético 49;2018;15.05;4.76;85.91;0.641
80050;Distrito Sintético 50;2018;18.31;4.11;85.35;0.484
80051;Distrito Sintético 51;2018;13.79;2.33;53.73;0.371
80052;Distrito Sintético 52;2018;17.05;4.28;32.53;0.821
80053;Distrito Sintético 53;2018;17.07;2.59;91.37;0.177
80054;Distrito Sintético 54;2018;20.43;1.23;31.55;0.386
80055;Distrito Sintético 55;2018;23.78;0.57;74.82;0.63
80056;Distrito Sintético 56;2018;18.5;0.78;94.99;0.754
80057;Distrito Sintético 57;2018;12.93;2.46;47.31;0.263
80058;Distrito Sintético 58;2018;19.24;2.69;82.08;0.681
80059;Distrito Sintético 59;2018;20.57;3.01;54.23;0.62
80060;Distrito Sintético 60;2018;15.33;4.03;90.78;0.263
80061;Distrito Sintético 61;2018;14.3;3.2;55.01;0.865
80062;Distrito Sintético 62;2018;15.04;1.42;58.06;0.628
80063;Distrito Sintético 63;2018;15.95;1.37;82.88;0.802
80064;Distrito Sintético 64;2018;15.5;1.49;83.99;0.104
80065;Distrito Sintético 65;2018;15.31;4.18;64.71;0.824
80066;Distrito Sintético 66;2018;16.41;0.93;89.99;0.673
80067;Distrito Sintético 67;2018;12.39;4.52;39.23;0.434
80068;Distrito Sintético 68;2018;19.08;1.32;64.34;0.537
80069;Distrito Sintético 69;2018;16.85;4.63;67.85;0.467
80070;Distrito Sintético 70;2018;16.43;4.9;60.98;0.77
80071;Distrito Sintético 71;2018;17.51;2.61;91.4;0.683
80072;Distrito Sintético 72;2018;20.58;3.73;50.83;0.468
80073;Distrito Sintético 73;2018;20.7;4.07;50.72;0.51
80074;Distrito Sintético 74;2018;19.06;0.92;68.28;0.704
